Time,SST
20070530,3.5
20070531,3.6
20070601,3.57
20070602,3.6
20070603,3.64
20070604,3.96
20070605,4.08
20070606,4.38
20070607,4.42
20070608,4.71
20070609,4.64
20070610,4.72
20070611,4.39
20070612,4.24
20070613,4.42
20070614,4.69
20070615,4.99
20070616,5.33
20070617,5.56
20070618,5.46
20070619,5.6
20070620,5.74
20070621,5.72
20070622,4.94
20070623,5.94
20070624,5.58
20070625,5.37
20070626,5.07
20070627,5.45
20070628,5.37
20070629,5.45
20070630,6.04
20070701,6.34
20070702,6.85
20070703,6.98
20070704,6.5
20070705,6.03
20070706,6.71
20070707,7.2
20070708,7.74
20070709,8.03
20070710,8.24
20070711,8.24
20070712,8.28
20070713,8.49
20070714,8.69
20070715,9.82
20070716,9.81
20070717,9.76
20070718,9.71
20070719,9.62
20070720,9.18
20070721,9
20070722,8.99
20070723,9.28
20070724,9.56
20070725,9.73
20070726,10.06
20070727,10.37
20070728,10.73
20070729,10.76
20070730,11.7
20070731,10.32
20080301,-1.66
20080302,-1.7
20080303,-1.67
20080304,-1.66
20080305,-1.64
20080306,-1.55
20080307,-1.6
20080308,-1.61
20080309,-1.62
20080310,-1.55
20080311,-1.7
20080312,-1.7
20080313,-1.72
20080314,-1.73
20080315,-1.63
20080316,-1.58
20080317,-1.66
20080318,-1.71
20080319,-1.74
20080320,-1.79
20080321,-1.75
20080322,-1.73
20080323,-1.68
20080324,-1.65
20080325,-1.65
20080326,-1.71
20080327,-1.76
20080328,-1.77
20080329,-1.74
20080330,-1.67
20080331,-1.67
20080401,-1.67
20080402,-1.74
20080403,-1.68
20080404,-1.65
20080405,-1.64
20080406,-1.68
20080407,-1.71
20080408,-1.68
20080409,-1.69
20080410,-1.71
20080411,-1.72
20080412,-1.64
20080413,-1.48
20080414,-1.38
20080415,-1.43
20080416,-1.64
20080417,-1.69
20080418,-1.51
20080419,-1.28
20080420,-1.16
20080421,-0.89
20080422,-0.58
20080423,-0.62
20080424,-0.82
20080425,-1.21
20080426,-1.31
20080427,-1.45
20080428,-1.42
20080429,-1.42
20080430,-1.37
20080501,-1.34
20080502,-1.34
20080503,-1.3
20080504,-1.13
20080505,-0.82
20080506,-0.71
20080507,-0.66
20080508,-0.64
20080509,-0.53
20080510,-0.69
20080511,-0.85
20080512,-0.78
20080513,-0.67
20080514,-0.44
20080515,0.15
20080516,0.39
20080517,0.45
20080518,0.4
20080519,0.36
20080520,0.51
20080521,0.69
20080522,0.85
20080523,0.86
20080524,0.82
20080525,0.86
20080526,0.96
20080527,0.73
20080528,0.82
20080529,1.48
20080530,1.69
20080531,2.99
20080601,3.24
20080602,3.49
20080603,3.53
20080604,3.76
20080605,4.02
20080606,3.93
20080607,2.74
20080608,2.78
20080609,2.35
20080610,2.64
20080611,4.14
20080612,4.18
20080613,4.13
20080614,4.11
20080615,4.08
20080616,4.09
20080617,3.28
20080618,3.29
20080619,3.54
20080620,4.53
20080621,4.71
20080622,4.83
20080623,4.65
20080624,4.62
20080625,3.98
20080626,4.81
20080627,5.14
20080628,5.24
20080629,5.28
20080630,5.38
20080701,5.46
20080702,5.47
20080703,5.15
20080704,5.46
20080705,5.6
20080706,6.04
20080707,6.13
20080708,6.03
20080709,6.22
20080710,6.39
20080711,6.01
20080712,6.15
20080713,6.25
20080714,6.27
20080715,6.16
20080716,6.33
20080717,7.78
20080718,7.85
20080719,7.85
20080720,8.11
20080721,8.19
20080722,8.24
20080723,8.28
20080724,8.32
20080725,8.34
20080726,8.8
20080727,9.19
20080728,9.12
20080729,9.01
20080730,8.69
20080731,8.85
20090301,-1.74
20090302,-1.76
20090303,-1.8
20090304,-1.76
20090305,-1.74
20090306,-1.72
20090307,-1.69
20090308,-1.58
20090309,-1.58
20090310,-1.54
20090311,-1.53
20090312,-1.51
20090313,-1.48
20090314,-1.38
20090315,-1.62
20090316,-1.79
20090317,-1.79
20090318,-1.79
20090319,-1.78
20090320,-1.77
20090321,-1.76
20090322,-1.74
20090323,-1.73
20090324,-1.78
20090325,-1.79
20090326,-1.77
20090327,-1.76
20090328,-1.79
20090329,-1.77
20090330,-1.76
20090331,-1.79
20090401,-1.76
20090402,-1.75
20090403,-1.74
20090404,-1.73
20090405,-1.7
20090406,-1.61
20090407,-1.61
20090408,-1.61
20090409,-1.6
20090410,-1.6
20090411,-1.66
20090412,-1.69
20090413,-1.73
20090414,-1.51
20090415,-1.41
20090416,-1.38
20090417,-1.35
20090418,-1.38
20090419,-1.42
20090420,-1.32
20090421,-1.22
20090422,-1.23
20090423,-1.28
20090424,-1.19
20090425,-0.93
20090426,-0.78
20090427,-0.68
20090428,-0.6
20090429,-0.08
20090430,-0.04
20090501,-0.06
20090502,-0.03
20090503,-0.04
20090504,-0.06
20090505,0.04
20090506,0.16
20090507,0.2
20090508,0.13
20090509,0.59
20090510,1.05
20090511,1.29
20090512,1.4
20090513,1.68
20090514,1.91
20090515,1.78
20090516,1.45
20090517,1.26
20090518,1.27
20090519,0.87
20090520,2.12
20090521,2.35
20090522,2.43
20090523,2.48
20090524,2.69
20090525,3.04
20090526,2.98
20090527,2.76
20090528,2.39
20090529,2.95
20090530,3.03
20090531,2.93
20090601,3.02
20090602,3.11
20090603,3.16
20090604,3.31
20090605,3.42
20090606,2.83
20090607,2.89
20090608,4.25
20090609,4.43
20090610,4.76
20090611,4.92
20090612,4.93
20090613,4.96
20090614,5.03
20090615,5.06
20090616,5.07
20090617,5.52
20090618,5.55
20090619,4.95
20090620,5.08
20090621,5.5
20090622,5.84
20090623,5.52
20090624,5.38
20090625,5.59
20090626,5.96
20090627,6.22
20090628,6.33
20090629,7.06
20090630,7.27
20090701,7.04
20090702,7.19
20090703,7.64
20090704,6.85
20090705,6.55
20090706,8.87
20090707,7.9
20090708,8.03
20090709,8.43
20090710,8.62
20090711,9.3
20090712,10.78
20090713,10.79
20090714,10.59
20090715,8.5
20090716,8.88
20090717,8.76
20090718,8.95
20090719,9.36
20090720,9.44
20090721,9.23
20090722,8.61
20090723,8.38
20090724,8.37
20090725,8.59
20090726,8.67
20090727,8.63
20090728,9.06
20090729,9.26
20090730,9.53
20090731,9.59
20100301,-1.73
20100302,-1.74
20100303,-1.72
20100304,-1.76
20100305,-1.78
20100306,-1.79
20100307,-1.8
20100308,-1.8
20100309,-1.8
20100310,-1.8
20100311,-1.8
20100312,-1.8
20100313,-1.8
20100314,-1.79
20100315,-1.73
20100316,-1.7
20100317,-1.69
20100318,-1.66
20100319,-1.65
20100320,-1.68
20100321,-1.71
20100322,-1.72
20100323,-1.72
20100324,-1.72
20100325,-1.61
20100326,-1.59
20100327,-1.58
20100328,-1.58
20100329,-1.65
20100330,-1.66
20100331,-1.72
20100401,-1.72
20100402,-1.78
20100403,-1.76
20100404,-1.76
20100405,-1.75
20100406,-1.69
20100407,-1.73
20100408,-1.72
20100409,-1.71
20100410,-1.66
20100411,-1.6
20100412,-1.55
20100413,-1.5
20100414,-1.45
20100415,-1.44
20100416,-1.24
20100417,-0.9
20100418,-0.85
20100419,-0.87
20100420,-1.12
20100421,-1.18
20100422,-1.18
20100423,-1.12
20100424,-0.88
20100425,-0.84
20100426,-0.84
20100427,-1
20100428,-1.03
20100429,-1.1
20100430,-1.02
20100501,-1.11
20100502,-1.26
20100503,-1.22
20100504,-1.16
20100505,-0.92
20100506,-0.53
20100507,-0.45
20100508,-0.16
20100509,-0.2
20100510,-0.34
20100511,-0.04
20100512,-0.7
20100513,-0.87
20100514,-0.82
20100515,-0.74
20100516,0.31
20100517,0.58
20100518,0.63
20100519,0.78
20100520,0.94
20100521,1.05
20100522,0.83
20100523,0.87
20100524,1.36
20100525,1.43
20100526,1.16
20100527,1.21
20100528,1.3
20100529,1.29
20100530,0.9
20100531,2.5
20100601,2.67
20100602,2.96
20100603,3.02
20100604,3.05
20100605,3.31
20100606,3.61
20100607,3.58
20100608,3.51
20100609,3.65
20100610,4.04
20100611,4.38
20100612,4.39
20100613,4.61
20100614,4.07
20100615,5.7
20100616,5.62
20100617,5.5
20100618,5.28
20100619,5.64
20100620,5.62
20100621,5.58
20100622,4.48
20100623,4.78
20100624,5.84
20100625,6.31
20100626,6.15
20100627,6.07
20100628,5.97
20100629,5.19
20100630,5.61
20100701,5.42
20100702,5.81
20100703,6.18
20100704,6.43
20100705,6.05
20100706,6.65
20100707,6.74
20100708,6.96
20100709,7.3
20100710,7.34
20100711,7.25
20100712,7.33
20100713,7.49
20100714,7.49
20100715,7.51
20100716,7.43
20100717,7.34
20100718,7.45
20100719,7.59
20100720,8.04
20100721,8.15
20100722,7.74
20100723,8.72
20100724,8.79
20100725,8.44
20100726,7.86
20100727,7.21
20100728,9.57
20100729,9.33
20100730,9.64
20100731,9.81
20110301,-1.76
20110302,-1.75
20110303,-1.74
20110304,-1.73
20110305,-1.72
20110306,-1.72
20110307,-1.7
20110308,-1.67
20110309,-1.67
20110310,-1.68
20110311,-1.71
20110312,-1.77
20110313,-1.79
20110314,-1.79
20110315,-1.76
20110316,-1.72
20110317,-1.65
20110318,-1.51
20110319,-1.35
20110320,-1.34
20110321,-1.37
20110322,-1.43
20110323,-1.53
20110324,-1.59
20110325,-1.6
20110326,-1.57
20110327,-1.59
20110328,-1.49
20110329,-1.45
20110330,-1.45
20110331,-1.48
20110401,-1.55
20110402,-1.71
20110403,-1.4
20110404,-1.29
20110405,-1.13
20110406,-1.16
20110407,-1.15
20110408,-1.18
20110409,-1.11
20110410,-1.33
20110411,-1.42
20110412,-1.69
20110413,-1.71
20110414,-1.61
20110415,-1.61
20110416,-1.64
20110417,-1.64
20110418,-1.61
20110419,-1.55
20110420,-1.47
20110421,-1.4
20110422,-1.35
20110423,-1.31
20110424,-1.27
20110425,-1.36
20110426,-1.35
20110427,-1.25
20110428,-1
20110429,-0.82
20110430,-0.82
20110501,-0.84
20110502,-0.46
20110503,0.03
20110504,0.09
20110505,0.22
20110506,0.21
20110507,0.23
20110508,0.76
20110509,0.78
20110510,0.79
20110511,0.84
20110512,0.86
20110513,0.78
20110514,0.47
20110515,-0.03
20110516,-0.06
20110517,0.31
20110518,0.65
20110519,0.81
20110520,0.92
20110521,0.95
20110522,1.17
20110523,1.31
20110524,1.43
20110525,1.83
20110526,2.27
20110527,2.73
20110528,2.99
20110529,3.17
20110530,3.25
20110531,3.54
20110601,3.65
20110602,3.39
20110603,2.91
20110604,2.47
20110605,2.37
20110606,4.32
20110607,4.35
20110608,4.51
20110609,4.62
20110610,4.74
20110611,4.62
20110612,4.15
20110613,5.11
20110614,5.52
20110615,4.96
20110616,4.78
20110617,4.69
20110618,4.65
20110619,4.5
20110620,4.59
20110621,6.66
20110622,6.76
20110623,6.49
20110624,6.69
20110625,6.58
20110626,6.77
20110627,6.75
20110628,5.57
20110629,5.22
20110630,5.19
20110701,5.25
20110702,5.29
20110703,6.27
20110704,6.64
20110705,6.7
20110706,6.7
20110707,5.82
20110708,6.28
20110709,6.63
20110710,6.94
20110711,7.03
20110712,7.2
20110713,7.44
20110714,7.42
20110715,6.7
20110716,6.93
20110717,6.87
20110718,6.77
20110719,7.14
20110720,7.11
20110721,6.82
20110722,6.8
20110723,6.78
20110724,6.95
20110725,7.29
20110726,7.36
20110727,8.1
20110728,8.04
20110729,7.99
20110730,7.9
20110731,7.85
20120301,-1.8
20120302,-1.8
20120303,-1.8
20120304,-1.8
20120305,-1.78
20120306,-1.78
20120307,-1.78
20120308,-1.78
20120309,-1.8
20120310,-1.8
20120311,-1.8
20120312,-1.8
20120313,-1.8
20120314,-1.8
20120315,-1.8
20120316,-1.8
20120317,-1.8
20120318,-1.8
20120319,-1.8
20120320,-1.79
20120321,-1.79
20120322,-1.72
20120323,-1.7
20120324,-1.74
20120325,-1.78
20120326,-1.77
20120327,-1.7
20120328,-1.68
20120329,-1.71
20120330,-1.68
20120331,-1.7
20120401,-1.69
20120402,-1.66
20120403,-1.71
20120404,-1.71
20120405,-1.76
20120406,-1.77
20120407,-1.72
20120408,-1.62
20120409,-1.47
20120410,-1.41
20120411,-1.34
20120412,-1.29
20120413,-1.32
20120414,-1.2
20120415,-1.07
20120416,-1
20120417,-0.92
20120418,-0.84
20120419,-0.88
20120420,-0.88
20120421,-1
20120422,-0.87
20120423,-0.62
20120424,-0.51
20120425,-0.49
20120426,-0.12
20120427,0.08
20120428,0.06
20120429,0.19
20120430,0.21
20120501,0.23
20120502,-0.03
20120503,-0.13
20120504,-0.14
20120505,-0.1
20120506,-0.12
20120507,-0.08
20120508,0.13
20120509,0.47
20120510,0.4
20120511,0.38
20120512,0.57
20120513,0.49
20120514,0.4
20120515,0.29
20120516,0.2
20120517,0.14
20120518,0.63
20120519,1.54
20120520,2.12
20120521,2.09
20120522,2.14
20120523,2.16
20120524,2.3
20120525,2.64
20120526,2.66
20120527,2.8
20120528,2.92
20120529,3.07
20120530,3.3
20120531,3.44
20120601,3.72
20120602,3.9
20120603,3.87
20120604,3.95
20120605,4.55
20120606,4.78
20120607,4.61
20120608,4.65
20120609,4.75
20120610,5
20120611,5.27
20120612,5.42
20120613,5.58
20120614,6.01
20120615,6.18
20120616,6.46
20120617,6.51
20120618,6.59
20120619,6.61
20120620,6.03
20120621,6.22
20120622,6.42
20120623,6.37
20120624,5.23
20120625,5.2
20120626,5.74
20120627,6.04
20120628,6.22
20120629,6.07
20120630,5.63
20120701,5.29
20120702,4.64
20120703,7
20120704,6.79
20120705,6.99
20120706,7.4
20120707,7.74
20120708,7.97
20120709,8.01
20120710,7.95
20120711,7.82
20120712,6.74
20120713,6.84
20120714,7.05
20120715,7.75
20120716,8.32
20120717,8.99
20120718,9.22
20120719,9.16
20120720,9
20120721,8.05
20120722,7.86
20120723,7.75
20120724,7.44
20120725,7.37
20120726,7.85
20120727,7.79
20120728,8.19
20120729,8.41
20120730,8.72
20120731,8.76
20130301,-1.77
20130302,-1.27
20130303,-1.07
20130304,-1.19
20130305,-1.2
20130306,-1.26
20130307,-1.33
20130308,-1.23
20130309,-1.33
20130310,-1.41
20130311,-1.47
20130312,-1.42
20130313,-1.4
20130314,-1.45
20130315,-1.56
20130316,-1.72
20130317,-1.75
20130318,-1.72
20130319,-1.7
20130320,-1.72
20130321,-1.7
20130322,-1.73
20130323,-1.7
20130324,-1.77
20130325,-1.75
20130326,-1.71
20130327,-1.6
20130328,-1.5
20130329,-1.48
20130330,-1.48
20130331,-1.56
20130401,-1.28
20130402,-1.07
20130403,-1.04
20130404,-1.06
20130405,-1.11
20130406,-0.91
20130407,-0.91
20130408,-1
20130409,-1.44
20130410,-1.71
20130411,-1.74
20130412,-1.7
20130413,-1.67
20130414,-1.45
20130415,-1.33
20130416,-1.24
20130417,-1.14
20130418,-1.06
20130419,-1.11
20130420,-0.96
20130421,-0.66
20130422,-0.43
20130423,-0.24
20130424,-0.31
20130425,-0.03
20130426,0.06
20130427,0.07
20130428,-0.07
20130429,0.05
20130430,0.27
20130501,0.3
20130502,0.19
20130503,0.18
20130504,0.24
20130505,0.24
20130506,0.2
20130507,0.41
20130508,0.51
20130509,0.8
20130510,0.8
20130511,0.86
20130512,0.93
20130513,1
20130514,0.97
20130515,0.86
20130516,0.71
20130517,1.02
20130518,1.15
20130519,1.17
20130520,1.29
20130521,1.22
20130522,1.94
20130523,2.15
20130524,2.55
20130525,2.6
20130526,2.65
20130527,2.63
20130528,2.65
20130529,3.01
20130530,3.33
20130531,3.25
20130601,3.1
20130602,2.95
20130603,2.85
20130604,3.62
20130605,3.91
20130606,4.41
20130607,4.57
20130608,4.77
20130609,5.01
20130610,5.22
20130611,5.17
20130612,5.45
20130613,6.02
20130614,6.43
20130615,7.07
20130616,7.42
20130617,7.85
20130618,7.87
20130619,7.61
20130620,6.39
20130621,5.68
20130622,5.22
20130623,4.65
20130624,6.48
20130625,7.53
20130626,7.53
20130627,7.46
20130628,7.33
20130629,6.64
20130630,5.65
20130701,5.62
20130702,5.63
20130703,5.56
20130704,5.72
20130705,5.87
20130706,6.07
20130707,5.93
20130708,5.91
20130709,6.54
20130710,8.78
20130711,8.95
