Time,SST
20040616,6.45
20040617,6.55
20040618,6.57
20040619,5.96
20040620,5.95
20040621,5.38
20040622,5.09
20040623,5.21
20040624,5.61
20040625,6.29
20040626,7.51
20040627,7.72
20040628,7.94
20040629,8.66
20040630,8.92
20040701,8.76
20040702,8.79
20040703,8.63
20040704,8.46
20040705,8.32
20040706,7.96
20040707,7.9
20040708,8.13
20040709,8.74
20040710,8.77
20040711,8.8
20040712,9.02
20040713,9.28
20040714,10.18
20040715,10.42
20040716,10.6
20040717,10.65
20040718,10.72
20040719,10.94
20040720,10.82
20040721,10.93
20040722,11.35
20040723,11.68
20040724,11.31
20040725,10.63
20040726,10.78
20040727,11.19
20040728,11.3
20040729,11.33
20040730,11.25
20040731,12
20050301,-1.75
20050302,-1.76
20050303,-1.76
20050304,-1.74
20050305,-1.74
20050306,-1.31
20050307,-1.24
20050308,-1.27
20050309,-1.35
20050310,-1.31
20050311,-1.33
20050312,-1.44
20050313,-1.6
20050314,-1.48
20050315,-1.17
20050316,-1.12
20050317,-1.14
20050318,-1.15
20050319,-1.21
20050320,-1.13
20050321,-1.14
20050322,-1.35
20050323,-1.5
20050324,-1.66
20050325,-1.47
20050326,-1.58
20050327,-1.53
20050328,-1.63
20050329,-1.75
20050330,-1.79
20050331,-1.79
20050401,-1.79
20050402,-1.77
20050403,-1.77
20050404,-1.77
20050405,-1.76
20050406,-1.75
20050407,-1.76
20050408,-1.73
20050409,-1.71
20050410,-1.73
20050411,-1.75
20050412,-1.77
20050413,-1.47
20050414,-1.35
20050415,-1.39
20050416,-1.47
20050417,-1.46
20050418,-1.54
20050419,-1.57
20050420,-1.64
20050421,-1.55
20050422,-1.5
20050423,-1.58
20050424,-1.58
20050425,-1.48
20050426,-1.29
20050427,-0.73
20050428,-0.46
20050429,-0.52
20050430,-0.85
20050501,-0.97
20050502,0.93
20050503,1.03
20050504,1.05
20050505,1.03
20050506,0.6
20050507,0.65
20050508,0.61
20050509,0.76
20050510,1.02
20050511,1.06
20050512,1.35
20050513,1.04
20050514,1.15
20050515,1.31
20050516,1.72
20050517,2.11
20050518,2.28
20050519,1.88
20050520,2.33
20050521,2.72
20050522,2.79
20050523,2.65
20050524,2.15
20050525,1.84
20050526,2.01
20050527,1.79
20050528,2.12
20050529,2.21
20050530,2.36
20050531,2.8
20050601,3.41
20050602,4.89
20050603,5.16
20050604,5.26
20050605,5.92
20050606,5.8
20050607,5.66
20050608,5.3
20050609,5.62
20050610,5.74
20050611,6.08
20050612,5.53
20050613,5.72
20050614,5.49
20050615,5.41
20050616,6.63
20050617,6.64
20050618,6.51
20050619,6.38
20050620,6.65
20050621,6.99
20050622,7.44
20050623,7.85
20050624,8.33
20050625,8.94
20050626,8.82
20050627,8.35
20050628,8.35
20050629,8.91
20050630,8.35
20050701,9.13
20050702,9.38
20050703,9.52
20050704,9.5
20050705,9.42
20050706,9.43
20050707,9.54
20050708,10.12
20050709,10.05
20050710,9.94
20050711,9.74
20050712,9.96
20050713,10.38
20050714,10.63
20050715,10.67
20050716,10.72
20050717,10.38
20050718,10.57
20050719,10.65
20050720,10.74
20050721,10.65
20050722,10.76
20050723,11.13
20050724,11.14
20050725,11.3
20050726,11.64
20050727,12.02
20050728,12.2
20050729,11.99
20050730,11.23
20050731,11.52
20060301,-1.8
20060302,-1.8
20060303,-1.8
20060304,-1.8
20060305,-1.8
20060306,-1.8
20060307,-1.8
20060308,-1.8
20060309,-1.8
20060310,-1.8
20060311,-1.79
20060312,-1.78
20060313,-1.79
20060314,-1.8
20060315,-1.8
20060316,-1.8
20060317,-1.79
20060318,-1.77
20060319,-1.73
20060320,-1.73
20060321,-1.77
20060322,-1.78
20060323,-1.77
20060324,-1.72
20060325,-1.71
20060326,-1.74
20060327,-1.75
20060328,-1.72
20060329,-1.6
20060330,-1.55
20060331,-1.59
20060401,-1.57
20060402,-1.59
20060403,-1.52
20060404,-1.51
20060405,-1.6
20060406,-1.67
20060407,-1.69
20060408,-1.57
20060409,-1.51
20060410,-1.52
20060411,-1.57
20060412,-1.61
20060413,-1.63
20060414,-1.75
20060415,-1.78
20060416,-1.77
20060417,-1.67
20060418,-1.6
20060419,-1.69
20060420,-1.72
20060421,-1.61
20060422,-1.41
20060423,-1.37
20060424,-1.56
20060425,-1.64
20060426,-1.61
20060427,-1.6
20060428,-1.54
20060429,-1.63
20060430,-1.61
20060501,-1.32
20060502,-0.97
20060503,-0.91
20060504,-0.88
20060505,-0.89
20060506,-1.24
20060507,-0.86
20060508,-0.71
20060509,-0.4
20060510,-0.4
20060511,-0.33
20060512,-0.37
20060513,-0.36
20060514,-0.42
20060515,-0.65
20060516,-0.32
20060517,0.02
20060518,0.16
20060519,-0.08
20060520,0.42
20060521,0.27
20060522,0.73
20060523,0.75
20060524,1.1
20060525,1.75
20060526,2.72
20060527,2.7
20060528,2.26
20060529,1.94
20060530,1.78
20060531,1.86
20060601,2.25
20060602,4.42
20060603,4.99
20060604,5.11
20060605,4.99
20060606,4.89
20060607,4.36
20060608,3.14
20060609,2.23
20060610,2.43
20060611,3.92
20060612,6.43
20060613,6.52
20060614,6.45
20060615,6.55
20060616,6.5
20060617,5.37
20060618,5.14
20060619,5.52
20060620,6.13
20060621,6.29
20060622,6.27
20060623,5.1
20060624,5.44
20060625,5.98
20060626,5.63
20060627,4.96
20060628,5.16
20060629,5.24
20060630,5.23
20060701,5.16
20060702,5.92
20060703,6.46
20060704,6.32
20060705,6.57
20060706,7.95
20060707,8.18
20060708,8.03
20060709,9.88
20060710,10.47
20060711,10.85
20060712,10.82
20060713,10.5
20060714,8.38
20060715,6.94
20060716,6.89
20060717,7.19
20060718,10.01
20060719,10.65
20060720,11.13
20060721,10.94
20060722,10.9
20060723,10.67
20060724,10.71
20060725,10.5
20060726,9.59
20060727,8.36
20060728,7.82
20060729,7.84
20060730,7.7
20060731,10.49
20070301,-1.75
20070302,-1.69
20070303,-1.71
20070304,-1.59
20070305,-1.63
20070306,-1.67
20070307,-1.68
20070308,-1.66
20070309,-1.69
20070310,-1.71
20070311,-1.69
20070312,-1.71
20070313,-1.71
20070314,-1.72
20070315,-1.69
20070316,-1.68
20070317,-1.73
20070318,-1.73
20070319,-1.75
20070320,-1.71
20070321,-1.65
20070322,-1.7
20070323,-1.77
20070324,-1.79
20070325,-1.77
20070326,-1.75
20070327,-1.75
20070328,-1.74
20070329,-1.76
20070330,-1.73
20070331,-1.73
20070401,-1.75
20070402,-1.71
20070403,-1.62
20070404,-1.62
20070405,-1.63
20070406,-1.46
20070407,-1.22
20070408,-1.08
20070409,-0.99
20070410,-1.29
20070411,-1.41
20070412,-1.39
20070413,-1.17
20070414,-1.05
20070415,-1.05
20070416,-1.08
20070417,-1.15
20070418,-1.3
20070419,-1.44
20070420,-1.24
20070421,-1.23
20070422,-0.84
20070423,-0.62
20070424,-0.49
20070425,-0.49
20070426,-0.62
20070427,-0.89
20070428,-0.21
20070429,-0.06
20070430,-0.07
20070501,-0.11
20070502,-0.16
20070503,0.06
20070504,-0.11
20070505,0.21
20070506,0.19
20070507,0.16
20070508,-0.32
20070509,0.93
20070510,1
20070511,1.22
20070512,1.54
20070513,1.62
20070514,1.5
20070515,1.62
20070516,1.62
20070517,1.77
20070518,2.11
20070519,2.21
20070520,2.66
20070521,3.05
20070522,3.32
20070523,3.24
20070524,3.16
20070525,1.17
20070526,1.52
20070527,2.72
20070528,4.71
20070529,4.71
20070530,4.79
20070531,5.04
20070601,5.41
20070602,5.32
20070603,5.48
20070604,3.92
20070605,4.12
20070606,4.09
20070607,3.9
20070608,4.34
20070609,4.15
20070610,3.39
20070611,3.16
20070612,2.96
20070613,2.95
20070614,5.14
20070615,5.7
20070616,5.82
20070617,6.02
20070618,5.98
20070619,5.96
20070620,5.82
20070621,6.02
20070622,4.44
20070623,5.32
20070624,5.38
20070625,5.72
20070626,5.8
20070627,5.49
20070628,4.89
20070629,5.11
20070630,5.8
20070701,6.39
20070702,6.77
20070703,6.77
20070704,6.39
20070705,6.26
20070706,8.2
20070707,8.8
20070708,8.94
20070709,9.18
20070710,9.25
20070711,8.83
20070712,8.96
20070713,9.33
20070714,8.91
20070715,9.9
20070716,10.95
20070717,11.2
20070718,11.28
20070719,11.13
20070720,10.02
20070721,8.03
20070722,8.29
20070723,10.5
20070724,11.3
20070725,11.45
20070726,11.54
20070727,11.46
20070728,11.26
20070729,10.96
20070730,10.91
20070731,10.65
20080301,-1.55
20080302,-1.65
20080303,-1.73
20080304,-1.69
20080305,-1.64
20080306,-1.64
20080307,-1.64
20080308,-1.68
20080309,-1.71
20080310,-1.7
20080311,-1.77
20080312,-1.78
20080313,-1.78
20080314,-1.77
20080315,-1.79
20080316,-1.78
20080317,-1.78
20080318,-1.78
20080319,-1.79
20080320,-1.79
20080321,-1.8
20080322,-1.76
20080323,-1.73
20080324,-1.74
20080325,-1.76
20080326,-1.76
20080327,-1.76
20080328,-1.78
20080329,-1.78
20080330,-1.79
20080331,-1.79
20080401,-1.8
20080402,-1.8
20080403,-1.8
20080404,-1.8
20080405,-1.79
20080406,-1.79
20080407,-1.79
20080408,-1.78
20080409,-1.8
20080410,-1.8
20080411,-1.8
20080412,-1.78
20080413,-1.78
20080414,-1.79
20080415,-1.79
20080416,-1.77
20080417,-1.78
20080418,-1.38
20080419,-0.98
20080420,-0.67
20080421,-1.13
20080422,-1.49
20080423,-1.54
20080424,-1.52
20080425,-1.48
20080426,-1.64
20080427,-1.7
20080428,-1.69
20080429,-1.69
20080430,-1.69
20080501,-1.68
20080502,-1.7
20080503,-1.68
20080504,-1.59
20080505,-1.34
20080506,-1.23
20080507,-1.15
20080508,-1
20080509,-0.96
20080510,-1.22
20080511,-1.23
20080512,-0.93
20080513,-0.8
20080514,-0.67
20080515,-0.61
20080516,-0.82
20080517,-0.31
20080518,0.17
20080519,0.13
20080520,0.68
20080521,1.11
20080522,1.44
20080523,1.45
20080524,1.33
20080525,-0.05
20080526,-0.19
20080527,-0.12
20080528,0.48
20080529,0.64
20080530,1.02
20080531,2.22
20080601,2.6
20080602,2.73
20080603,2.58
20080604,2.58
20080605,2.84
20080606,2.98
20080607,1.97
20080608,1.9
20080609,1.6
20080610,1.7
20080611,5.05
20080612,5.7
20080613,5.77
20080614,5.82
20080615,5.74
20080616,5.9
20080617,2.99
20080618,2.64
20080619,2.86
20080620,4.61
20080621,4.69
20080622,4.56
20080623,4.26
20080624,4.29
20080625,3.2
20080626,3.79
20080627,5.05
20080628,5.17
20080629,5.12
20080630,5.12
20080701,5.16
20080702,5.42
20080703,5.35
20080704,5.23
20080705,5.13
20080706,5.75
20080707,5.89
20080708,6.02
20080709,6.01
20080710,6.29
20080711,5.94
20080712,5.87
20080713,5.69
20080714,5.64
20080715,5.33
20080716,6.25
20080717,8.52
20080718,8.9
20080719,8.9
20080720,8.99
20080721,9.05
20080722,8.93
20080723,9.15
20080724,9.13
20080725,9.27
20080726,10.13
20080727,10.16
20080728,10.15
20080729,10.02
20080730,9.54
20080731,9.49
20090301,-1.75
20090302,-1.77
20090303,-1.76
20090304,-1.73
20090305,-1.71
20090306,-1.72
20090307,-1.7
20090308,-1.71
20090309,-1.7
20090310,-1.67
20090311,-1.67
20090312,-1.8
20090313,-1.8
20090314,-1.8
20090315,-1.8
20090316,-1.8
20090317,-1.78
20090318,-1.77
20090319,-1.73
20090320,-1.74
20090321,-1.74
20090322,-1.73
20090323,-1.73
20090324,-1.76
20090325,-1.77
20090326,-1.6
20090327,-1.72
20090328,-1.76
20090329,-1.79
20090330,-1.79
20090331,-1.79
20090401,-1.77
20090402,-1.76
20090403,-1.75
20090404,-1.76
20090405,-1.73
20090406,-1.76
20090407,-1.78
20090408,-1.78
20090409,-1.77
20090410,-1.76
20090411,-1.77
20090412,-1.74
20090413,-1.63
20090414,-1.55
20090415,-1.52
20090416,-1.54
20090417,-1.55
20090418,-1.53
20090419,-1.49
20090420,-1.55
20090421,-1.49
20090422,-1.44
20090423,-1.43
20090424,-1.5
20090425,-1.15
20090426,-1.06
20090427,-0.97
20090428,-0.93
20090429,-0.24
20090430,-0.12
20090501,-0.15
20090502,-0.04
20090503,0.15
20090504,0.23
20090505,0.18
20090506,-0.15
20090507,-0.34
20090508,-0.56
20090509,-0.19
20090510,0.28
20090511,0.32
20090512,0.52
20090513,0.9
20090514,1.14
20090515,1.01
20090516,0.68
20090517,0.11
20090518,0.36
20090519,1.09
20090520,1.49
20090521,1.76
20090522,2.08
20090523,2.4
20090524,2.66
20090525,2.55
20090526,1.71
20090527,1.64
20090528,1.73
20090529,1.95
20090530,1.72
20090531,1.66
20090601,2.18
20090602,2.46
20090603,2.35
20090604,2.8
20090605,3.11
20090606,3.04
20090607,2.94
20090608,4.35
20090609,5.04
20090610,5.32
20090611,5.81
20090612,5.78
20090613,6.47
20090614,6.44
20090615,5.98
20090616,6.09
20090617,6.01
20090618,5.76
20090619,4.52
20090620,6.04
20090621,6.86
20090622,7.05
20090623,6.69
20090624,6.45
20090625,5.04
20090626,5.58
20090627,6.09
20090628,6.4
20090629,7.14
20090630,7.66
20090701,7.69
20090702,7.78
20090703,7.48
20090704,6.13
20090705,5.49
20090706,8.26
20090707,8.19
20090708,8.09
20090709,8.75
20090710,10.02
20090711,10.55
20090712,10.6
20090713,10.73
20090714,10.15
20090715,7.49
20090716,7.31
20090717,6.89
20090718,6.96
20090719,7.27
20090720,8.02
20090721,8.17
20090722,8.33
20090723,8.66
20090724,8.75
20090725,8.59
20090726,8.54
20090727,8.76
20090728,8.96
20090729,9.07
20090730,9.03
20090731,9.36
20100301,-1.78
20100302,-1.8
20100303,-1.8
20100304,-1.8
20100305,-1.8
20100306,-1.79
20100307,-1.8
20100308,-1.8
20100309,-1.8
20100310,-1.8
20100311,-1.79
20100312,-1.8
20100313,-1.8
20100314,-1.78
20100315,-1.79
20100316,-1.78
20100317,-1.77
20100318,-1.77
20100319,-1.75
20100320,-1.77
20100321,-1.78
20100322,-1.75
20100323,-1.76
20100324,-1.76
20100325,-1.72
20100326,-1.67
20100327,-1.7
20100328,-1.67
20100329,-1.73
20100330,-1.79
20100331,-1.8
20100401,-1.78
20100402,-1.79
20100403,-1.79
20100404,-1.8
20100405,-1.8
20100406,-1.8
20100407,-1.8
20100408,-1.8
20100409,-1.79
20100410,-1.8
20100411,-1.79
20100412,-1.75
20100413,-1.71
20100414,-1.75
20100415,-1.76
20100416,-1.73
20100417,-1.71
20100418,-1.67
20100419,-1.68
20100420,-1.63
20100421,-1.58
20100422,-1.67
20100423,-1.61
20100424,-1.65
20100425,-1.64
20100426,-1.59
20100427,-1.58
20100428,-1.55
20100429,-1.45
20100430,-1.63
20100501,-1.48
20100502,-1.37
20100503,-1.22
20100504,-1.23
20100505,-1.11
20100506,-0.95
20100507,-0.72
20100508,-0.59
20100509,-0.6
20100510,-0.95
20100511,-1.32
20100512,-0.85
20100513,-0.81
20100514,-0.76
20100515,-0.69
20100516,-0.35
20100517,0.29
20100518,0.58
20100519,1.11
20100520,1.21
20100521,1.09
20100522,0.4
20100523,0.37
20100524,0.23
20100525,0.22
20100526,0.15
20100527,0.33
20100528,0.83
20100529,0.93
20100530,0.5
20100531,1.33
20100601,1.3
20100602,1.36
20100603,2.14
20100604,2.77
20100605,3.17
20100606,3.54
20100607,3.03
20100608,3.43
20100609,3.85
20100610,4.03
20100611,3.99
20100612,4.03
20100613,3.74
20100614,3.1
20100615,4.8
20100616,4.72
20100617,4.78
20100618,4.71
20100619,5.48
20100620,5.79
20100621,6
20100622,3.29
20100623,3.22
20100624,4.51
20100625,4.48
20100626,4.45
20100627,4.32
20100628,4.04
20100629,4.12
20100630,4.35
20100701,4.44
20100702,4.8
20100703,5.09
20100704,5.31
20100705,5.18
20100706,5.6
20100707,7.18
20100708,7.55
20100709,7.72
20100710,7.75
20100711,7.59
20100712,7.54
20100713,7.74
20100714,7.94
20100715,7.79
20100716,7.43
20100717,7.25
20100718,7.31
20100719,7.35
20100720,7.3
20100721,7.55
20100722,8.6
20100723,9.25
20100724,9.32
20100725,9.36
20100726,9.03
20100727,7.71
20100728,8.35
20100729,8.06
20100730,9.48
20100731,9.59
20110301,-1.77
20110302,-1.78
20110303,-1.77
20110304,-1.74
20110305,-1.75
20110306,-1.77
20110307,-1.7
20110308,-1.67
20110309,-1.69
20110310,-1.71
20110311,-1.67
20110312,-1.63
20110313,-1.65
20110314,-1.67
20110315,-1.68
20110316,-1.7
20110317,-1.58
20110318,-1.23
20110319,-1.24
20110320,-1.22
20110321,-1.4
20110322,-1.53
20110323,-1.52
20110324,-1.53
20110325,-1.68
20110326,-1.68
20110327,-1.63
20110328,-1.58
20110329,-1.58
20110330,-1.58
20110331,-1.61
20110401,-1.67
20110402,-1.66
20110403,-1.44
20110404,-1.18
20110405,-1.34
20110406,-1.39
20110407,-1.35
20110408,-1.34
20110409,-1.24
20110410,-1.55
20110411,-1.63
20110412,-1.63
20110413,-1.68
20110414,-1.51
20110415,-1.47
20110416,-1.46
20110417,-1.45
20110418,-1.36
20110419,-1.17
20110420,-1.01
20110421,-1
20110422,-1.06
20110423,-1.08
20110424,-1.08
20110425,-1.36
20110426,-1.35
20110427,-1.18
20110428,-1.07
20110429,-0.86
20110430,-0.62
20110501,-0.3
20110502,-0.07
20110503,0.12
20110504,0.4
20110505,0.42
20110506,0.33
20110507,-0.01
20110508,0.31
20110509,0.85
20110510,1.11
20110511,1.18
20110512,1.12
20110513,0.14
20110514,-0.35
20110515,-0.27
20110516,0.14
20110517,0.32
20110518,0.48
20110519,0.64
20110520,0.79
20110521,1.07
20110522,1.26
20110523,1.32
20110524,1.41
20110525,3.07
20110526,3.46
20110527,4.47
20110528,4.81
20110529,4.93
20110530,4.88
20110531,4.89
20110601,4.53
20110602,4.18
20110603,2.43
20110604,2.31
20110605,2.66
20110606,2.61
20110607,2.75
20110608,3.15
20110609,3.31
20110610,3.56
20110611,3.39
20110612,3.29
20110613,3.88
20110614,4.56
20110615,4.42
20110616,4.38
20110617,4.36
20110618,4.3
20110619,4.26
20110620,4.42
20110621,5.85
20110622,7.2
20110623,7.2
20110624,7.61
20110625,7.68
20110626,7.95
20110627,7.75
20110628,7.47
20110629,5.01
20110630,5.44
20110701,5.39
20110702,5.71
20110703,5.95
20110704,6.18
20110705,6.49
20110706,6.77
20110707,6.09
20110708,7.03
20110709,6.98
20110710,7.09
20110711,7.18
20110712,7.47
20110713,7.69
20110714,7.63
20110715,6.25
20110716,6.44
20110717,6.46
20110718,6.47
20110719,6.71
20110720,6.68
20110721,6.7
20110722,6.68
20110723,6.75
20110724,7.43
20110725,7.84
20110726,8.28
20110727,7.96
20110728,7.57
20110729,7.57
20110730,7.66
20110731,7.51
20120301,-1.8
20120302,-1.8
20120303,-1.78
20120304,-1.78
20120305,-1.77
20120306,-1.77
20120307,-1.78
20120308,-1.79
20120309,-1.8
20120310,-1.8
20120311,-1.8
20120312,-1.78
20120313,-1.78
20120314,-1.79
20120315,-1.79
20120316,-1.8
20120317,-1.8
20120318,-1.8
20120319,-1.8
20120320,-1.79
20120321,-1.78
20120322,-1.78
20120323,-1.78
20120324,-1.78
20120325,-1.79
20120326,-1.8
20120327,-1.78
20120328,-1.77
20120329,-1.77
20120330,-1.74
20120331,-1.74
20120401,-1.76
20120402,-1.76
20120403,-1.77
20120404,-1.78
20120405,-1.78
20120406,-1.8
20120407,-1.74
20120408,-1.68
20120409,-1.63
20120410,-1.64
20120411,-1.59
20120412,-1.18
20120413,-1.17
20120414,-1.14
20120415,-1.01
20120416,-0.95
20120417,-1.04
20120418,-1.06
20120419,-1.16
20120420,-1.2
20120421,-1.2
20120422,-0.96
20120423,-0.89
20120424,-0.83
20120425,-0.83
20120426,-0.81
20120427,-0.86
20120428,-0.82
20120429,-0.74
20120430,-0.65
20120501,-0.28
20120502,-0.39
20120503,-0.65
20120504,-0.5
20120505,-0.35
20120506,-0.11
20120507,-0.07
20120508,-0.11
20120509,-0.07
20120510,0.04
20120511,0
20120512,-0.14
20120513,-0.25
20120514,-0.14
20120515,-0.26
20120516,-0.3
20120517,0.39
20120518,1.66
20120519,1.81
20120520,1.86
20120521,1.75
20120522,1.64
20120523,1.63
20120524,2.78
20120525,2.97
20120526,3.05
20120527,2.96
20120528,2.91
20120529,2.98
20120530,3.4
20120531,3.54
20120601,3.91
20120602,3.74
20120603,3.63
20120604,4.12
20120605,4.88
20120606,5.3
20120607,5.18
20120608,5.2
20120609,4.86
20120610,4.57
20120611,5.22
20120612,5.48
20120613,5.67
20120614,6.12
20120615,6.36
20120616,6.59
20120617,6.78
20120618,6.79
20120619,6.7
20120620,6.45
20120621,6.57
20120622,6.75
20120623,6.56
20120624,5.84
20120625,6.14
20120626,6.31
20120627,6.36
20120628,6.41
20120629,6.1
20120630,5.36
20120701,5.12
20120702,5.09
20120703,8.74
20120704,8.79
20120705,8.84
20120706,8.89
20120707,8.94
20120708,9.25
20120709,9.14
20120710,9.07
20120711,9.21
20120712,9.16
20120713,8.96
20120714,9.15
20120715,9.27
20120716,9.17
20120717,9.41
20120718,9.41
20120719,9.25
20120720,8.73
20120721,8.27
20120722,7.65
20120723,7.45
20120724,7.22
20120725,7.07
20120726,7.34
20120727,7.72
20120728,9.11
20120729,9.77
20120730,9.98
20120731,9.96
20130301,-1.8
20130302,-1.61
20130303,-1.49
20130304,-1.5
20130305,-1.47
20130306,-1.49
20130307,-1.53
20130308,-1.63
20130309,-1.65
20130310,-1.64
20130311,-1.67
20130312,-1.7
20130313,-1.75
20130314,-1.73
20130315,-1.67
20130316,-1.75
20130317,-1.74
20130318,-1.75
20130319,-1.74
20130320,-1.74
20130321,-1.72
20130322,-1.79
20130323,-1.79
20130324,-1.8
20130325,-1.8
20130326,-1.8
20130327,-1.8
20130328,-1.8
20130329,-1.79
20130330,-1.75
20130331,-1.75
20130401,-1.61
20130402,-1.55
20130403,-1.48
20130404,-1.38
20130405,-1.34
20130406,-1.35
20130407,-1.39
20130408,-1.39
20130409,-1.75
20130410,-1.77
20130411,-1.74
20130412,-1.74
20130413,-1.64
20130414,-1.41
20130415,-1.39
20130416,-1.29
20130417,-1.32
20130418,-1.24
20130419,-1.16
20130420,-1.1
20130421,-0.82
20130422,-0.63
20130423,-0.49
20130424,-0.51
20130425,-0.39
20130426,-0.33
20130427,-0.29
20130428,-0.27
20130429,-0.3
20130430,-0.24
20130501,-0.26
20130502,-0.41
20130503,-0.41
20130504,-0.52
20130505,-0.57
20130506,-0.48
20130507,-0.27
20130508,-0.16
20130509,0.27
20130510,0.41
20130511,0.45
20130512,0.25
20130513,0.09
20130514,0.22
20130515,0.03
20130516,-0.08
20130517,-0.06
20130518,-0.08
20130519,-0.13
20130520,0.05
20130521,0.16
20130522,0.83
20130523,1.16
20130524,1.5
20130525,2.42
20130526,2.38
20130527,2.48
20130528,2.72
20130529,3.31
20130530,4.06
20130531,4.13
20130601,3.78
20130602,3.03
20130603,2.48
20130604,3.6
20130605,4.97
20130606,5.39
20130607,5.54
20130608,5.6
20130609,5.47
20130610,5.89
20130611,5.41
20130612,5.67
20130613,6.01
20130614,6.1
20130615,6.51
20130616,7.07
20130617,7.2
20130618,7.58
20130619,7.68
20130620,5.84
20130621,4.32
20130622,4.1
20130623,4.91
20130624,5.72
20130625,6.06
20130626,6.03
20130627,5.97
20130628,6.52
20130629,6.36
20130630,4.64
20130701,5.23
20130702,5.18
